"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","33FOTY3KEN5IGEWHQO6ZZUA9ZERC1G","A362CV8OOYJA6W","Approved","Thu Mar 05 07:09:24 PST 2015","Thu Mar 05 07:12:31 PST 2015","Sun Mar 08 08:12:31 PDT 2015","Thu Mar 05 11:59:33 PST 2015","","","187","100% (4/4)","100% (4/4)","0% (0/0)","GP7A05I1"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","34FNN24DCNTU7ZY5N3Q0ZBF9EIG5Y1","A1NDI6AM868EB","Approved","Thu Mar 05 08:20:26 PST 2015","Thu Mar 05 08:22:59 PST 2015","Sun Mar 08 09:22:59 PDT 2015","Thu Mar 05 11:59:33 PST 2015","","","153","100% (4/4)","100% (4/4)","0% (0/0)","AXH10FOS"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","35H6S234SBKSOFOZHKV8GKVGF8M560","A3FYJQQRZL4KJ8","Approved","Thu Mar 05 08:11:34 PST 2015","Thu Mar 05 08:15:04 PST 2015","Sun Mar 08 09:15:04 PDT 2015","Thu Mar 05 11:59:33 PST 2015","","","210","100% (2/2)","100% (2/2)","0% (0/0)","NHEXVV3Y"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","36NEMU28XGXOQ1OB01PYVG5FP56MW9","A173R00J5TTK15","Approved","Thu Mar 05 08:29:33 PST 2015","Thu Mar 05 08:34:26 PST 2015","Sun Mar 08 09:34:26 PDT 2015","Thu Mar 05 11:59:33 PST 2015","","","293","100% (2/2)","100% (2/2)","0% (0/0)","8EWK9UDA"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","378XPAWRUDX5N5VHEHVELY17GDIAI5","A2M5MO7DAYSC9W","Approved","Thu Mar 05 08:04:58 PST 2015","Thu Mar 05 08:15:26 PST 2015","Sun Mar 08 09:15:26 PDT 2015","Thu Mar 05 11:59:33 PST 2015","","","628","100% (1/1)","100% (1/1)","0% (0/0)","5YNT5OWP"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","37QW5D2ZRH6GYV5YMV5ET91ZZNK8SR","AXRTG8NCX4XX5","Approved","Thu Mar 05 07:20:40 PST 2015","Thu Mar 05 07:25:18 PST 2015","Sun Mar 08 08:25:18 PDT 2015","Thu Mar 05 11:59:34 PST 2015","","","278","100% (1/1)","100% (1/1)","0% (0/0)","93Z17YCL"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","3A1COHJ8NKFR8MRIB1TFPVUXQC3H8F","AKRO3DEH8422K","Approved","Thu Mar 05 07:52:02 PST 2015","Thu Mar 05 07:54:16 PST 2015","Sun Mar 08 08:54:16 PDT 2015","Thu Mar 05 11:59:34 PST 2015","","","134","100% (1/1)","100% (1/1)","0% (0/0)","Y7I3RXQ0"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","3BC8WZX3V4GAFLKH6FB9UGR83DPRRY","A1AW0TC4NL5XAR","Approved","Thu Mar 05 07:57:02 PST 2015","Thu Mar 05 08:02:44 PST 2015","Sun Mar 08 09:02:44 PDT 2015","Thu Mar 05 11:59:34 PST 2015","","","342","100% (4/4)","100% (4/4)","0% (0/0)","W9MFY8TQ"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","3CFJTT4SXUAN43XJ7EJUB7ZHF5D7IC","A1CFPEV7W2ZDC2","Approved","Thu Mar 05 08:55:18 PST 2015","Thu Mar 05 08:56:33 PST 2015","Sun Mar 08 09:56:33 PDT 2015","Thu Mar 05 11:59:34 PST 2015","","","75","100% (5/5)","100% (5/5)","0% (0/0)","4UG4E95N"
"3NRZ1LDP7WQWJFT0D2WVM5X8U5TZPG","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:39:10 PST 2015","30","BatchId:1845736;","1200","259200","Thu Mar 12 07:39:10 PDT 2015","","","3D3VGR7TA1ZIWJZFVPADCIOSXZAR3V","A3TEILK2DFCMSK","Approved","Thu Mar 05 09:05:06 PST 2015","Thu Mar 05 09:08:04 PST 2015","Sun Mar 08 10:08:04 PDT 2015","Thu Mar 05 11:59:34 PST 2015","","","178","100% (5/5)","100% (5/5)","0% (0/0)","3VW41VPJ"
