"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","333U7HK6IAZZGNIZG97GN0ODELHDJF","A2TXC8Q2IFGRXH","Approved","Sat Feb 28 14:36:01 PST 2015","Sat Feb 28 14:42:24 PST 2015","Tue Mar 03 14:42:24 PST 2015","2015-03-03 22:44:13 UTC","","","383","100% (1/1)","100% (1/1)","0% (0/0)","MYYM7DG5"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","33ISQZVXPQ623H6F6LVJGQT0320CC6","AKR60KK7RML9Y","Approved","Sat Feb 28 20:34:07 PST 2015","Sat Feb 28 20:37:49 PST 2015","Tue Mar 03 20:37:49 PST 2015","2015-03-04 04:39:13 UTC","","","222","100% (2/2)","100% (2/2)","0% (0/0)","1F4MTKHF"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","33OOO72IVI5JPY8QS7Q950T4RNYTC2","A1BOY1DO1PET75","Approved","Sat Feb 28 18:09:54 PST 2015","Sat Feb 28 18:13:49 PST 2015","Tue Mar 03 18:13:49 PST 2015","2015-03-04 02:14:13 UTC","","","235","100% (2/2)","100% (2/2)","0% (0/0)","57LBPYS0"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","34Z02EIMITXZV6DAGRXPAZR3IY20TH","A3VWPDD637AJJW","Approved","Sat Feb 28 17:54:31 PST 2015","Sat Feb 28 17:59:10 PST 2015","Tue Mar 03 17:59:10 PST 2015","2015-03-04 01:59:13 UTC","","","279","100% (2/2)","100% (2/2)","0% (0/0)","5A9GINSM"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","38F71OA9GUGMFF2GACFYRSJFUSTMF4","A1NCWY01WAAP2K","Approved","Sat Feb 28 14:44:23 PST 2015","Sat Feb 28 14:58:45 PST 2015","Tue Mar 03 14:58:45 PST 2015","2015-03-03 22:59:13 UTC","","","862","100% (1/1)","100% (1/1)","0% (0/0)","UYA0WR4U"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","38F71OA9GUGMFF2GACFYRSJFUSUFMY","A35GKI38HB1I46","Approved","Sat Feb 28 17:58:25 PST 2015","Sat Feb 28 18:07:45 PST 2015","Tue Mar 03 18:07:45 PST 2015","2015-03-04 02:09:13 UTC","","","560","100% (1/1)","100% (1/1)","0% (0/0)","F3WFMH9Y"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","38JBBYETQPUE5BDE9XVWNGHFW0UE4K","A1REHZRJLY0IA2","Approved","Sat Feb 28 18:41:09 PST 2015","Sat Feb 28 18:47:08 PST 2015","Tue Mar 03 18:47:08 PST 2015","2015-03-04 02:49:13 UTC","","","359","100% (1/1)","100% (1/1)","0% (0/0)","WDS0BNE9"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","39U1BHVTDMBVCYC7ZEF8CXPALBN3TI","A2B57X6Q31E0YW","Approved","Sat Feb 28 20:02:40 PST 2015","Sat Feb 28 20:09:22 PST 2015","Tue Mar 03 20:09:22 PST 2015","2015-03-04 04:14:13 UTC","","","402","100% (1/1)","100% (1/1)","0% (0/0)","UOM9D2GU"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","3A4TN5196L2TKPHVSD9KRHQGGT2CHA","A219CVIUB39AH7","Approved","Sat Feb 28 14:55:08 PST 2015","Sat Feb 28 14:58:59 PST 2015","Tue Mar 03 14:58:59 PST 2015","2015-03-03 22:59:13 UTC","","","231","100% (1/1)","100% (1/1)","0% (0/0)","50394KR8"
"3MXX6RQ9EVPGGI5BS965S9KZS4YP4P","3A5N6ETZEU1DIE7LB53K7WO8MLZJF7","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Sat Feb 28 14:32:37 PST 2015","30","BatchId:1839815;","1200","259200","Sat Mar 07 14:32:37 PST 2015","","","3AUQQEL7U6DE8YHZLMX4BHFOFJH0VW","A7DRDT2FFPG6S","Approved","Sat Feb 28 16:21:45 PST 2015","Sat Feb 28 16:22:04 PST 2015","Tue Mar 03 16:22:04 PST 2015","2015-03-04 00:24:13 UTC","","","19","100% (3/3)","100% (3/3)","0% (0/0)","L26OT28A"
